accession,description,length,raw Ns,raw Ns %,masked Ns,masked Ns %,vsl-25 Ns,vsl-25 Ns %,masked vsl-25 Ns,masked vsl-25 Ns %,RM vsl-25 missed Ns,RM vsl-25 missed Ns %
NC_023355.1,Prasinoderma coloniale culture-collection CCMP:1220 mitochondrion  complete genome,54546,0,0,1650,3.02,147,.26,1797,3.29,147,.26
NC_023356.1,Petrosavia stellaris plastid  complete genome,103835,0,0,3408,3.28,858,.82,3751,3.61,343,.33
NC_023357.1,Agrostemma githago chloroplast  complete genome,151733,0,0,5664,3.73,1178,.77,6351,4.18,687,.45
NC_023358.1,Silene conoidea chloroplast  complete genome,147896,0,0,6071,4.10,1994,1.34,7181,4.85,1110,.75
NC_023359.1,Silene chalcedonica chloroplast  complete genome,148081,0,0,6456,4.35,1915,1.29,7460,5.03,1004,.67
NC_023360.1,Silene paradoxa chloroplast  complete genome,151632,0,0,5731,3.77,1847,1.21,6595,4.34,864,.56
NC_023361.1,Glyphis garricki mitochondrion  complete genome,16702,0,0,212,1.26,984,5.89,1196,7.16,984,5.89
NC_023362.1,Rapisma xizangense mitochondrion  complete genome,15961,0,0,1238,7.75,1326,8.30,2147,13.45,909,5.69
NC_023363.1,Rapisma zayuanum mitochondrion  complete genome,15984,0,0,1177,7.36,1056,6.60,1963,12.28,786,4.91
NC_023364.1,Semisulcospira libertina mitochondrion  complete genome,15432,0,0,180,1.16,319,2.06,425,2.75,245,1.58
NC_023365.1,Schizothorax labiatus mitochondrion  complete genome,16582,0,0,319,1.92,814,4.90,1084,6.53,765,4.61
NC_023366.1,Schizothorax progastus mitochondrion  complete genome,16575,0,0,319,1.92,912,5.50,1133,6.83,814,4.91
NC_023368.1,Pteronotus parnellii mitochondrion  complete genome,16564,0,0,374,2.25,3804,22.96,4050,24.45,3676,22.19
NC_023369.1,Argas lagenoplastis mitochondrion  complete genome,14478,0,0,312,2.15,319,2.20,533,3.68,221,1.52
NC_023370.1,Otobius megnini mitochondrion  complete genome,14430,0,0,439,3.04,812,5.62,1079,7.47,640,4.43
NC_023371.1,Argas miniatus mitochondrion  complete genome,14416,0,0,565,3.91,294,2.03,761,5.27,196,1.35
NC_023372.1,Ornithodoros rostratus mitochondrion  complete genome,14452,0,0,228,1.57,343,2.37,522,3.61,294,2.03
NC_023373.1,Ornithodoros brasiliensis mitochondrion  complete genome,14489,0,0,290,2.00,345,2.38,561,3.87,271,1.87
NC_023374.1,Eubasilissa regina mitochondrion  complete genome,15021,0,0,525,3.49,418,2.78,894,5.95,369,2.45
NC_023376.1,Rita rita mitochondrion  complete genome,16449,0,0,303,1.84,1354,8.23,1657,10.07,1354,8.23
NC_023378.1,Acrossocheilus fasciatus mitochondrion  complete genome,16589,0,0,288,1.73,1206,7.26,1445,8.71,1157,6.97
NC_023380.1,Hemisus marmoratus mitochondrion  complete genome,20093,0,0,169,.84,691,3.43,860,4.28,691,3.43
NC_023381.1,Hyperolius marmoratus mitochondrion  complete genome,22595,0,0,658,2.91,787,3.48,1248,5.52,590,2.61
NC_023383.1,Macquaria australasica mitochondria  isolate MP C1  complete genome,16496,0,0,142,.86,961,5.82,1103,6.68,961,5.82
NC_023384.1,Lutraria rhynchaena mitochondrion  complete genome,16927,0,0,80,.47,172,1.01,178,1.05,98,.57
NC_023422.1,Caprine kobuvirus isolate 12Q108  complete genome,8305,0,0,42,.50,0,0,42,.50,0,0
NC_023423.1,Pithovirus sibericum isolate P1084-T  complete genome,610033,0,0,2278,.37,662,.10,2768,.45,490,.08
NC_023425.1,Orthohepevirus B  complete genome,6654,0,0,0,0,0,0,0,0,0,0
NC_023427.1,Dragonfly larvae associated circular virus-1 isolate DflaCV-1 NZ-PG11-LD  complete genome,2668,0,0,0,0,0,0,0,0,0,0
NC_023428.1,Dragonfly larvae associated circular virus-2 isolate DflaCV-2 NZ-PG8-LS  complete genome,2398,0,0,0,0,0,0,0,0,0,0
NC_023429.1,Dragonfly larvae associated circular virus-3 isolate DflaCV-3 NZ-PG1-LG  complete genome,2249,0,0,0,0,0,0,0,0,0,0
NC_023430.1,Dragonfly larvae associated circular virus-4 isolate DflaCV-4 NZ-PG3-LG  complete genome,2121,0,0,0,0,0,0,0,0,0,0
NC_023431.1,Dragonfly larvae associated circular virus-5 isolate DflaCV-5 NZ-PG2-LG  complete genome,1960,0,0,0,0,0,0,0,0,0,0
NC_023432.1,Dragonfly larvae associated circular virus-6 isolate DflaCV-6 NZ-PG9-LD  complete genome,1700,0,0,0,0,0,0,0,0,0,0
NC_023433.1,Dragonfly larvae associated circular virus-7 isolate DflaCV-7 NZ-PG5-LH  complete genome,2253,0,0,29,1.28,49,2.17,29,1.28,0,0
NC_023434.1,Dragonfly larvae associated circular virus-8 isolate DflaCV-8 NZ-PG5-LS  complete genome,1628,0,0,0,0,0,0,0,0,0,0
NC_023435.1,Dragonfly larvae associated circular virus-9 isolate DflaCV-9 NZ-PG10-LD  complete genome,1722,0,0,0,0,1,.05,0,0,0,0
NC_023436.1,Dragonfly larvae associated circular virus-10 isolate DflaCV-10 NZ-XZ1-LH  complete genome,2259,0,0,49,2.16,0,0,49,2.16,0,0
NC_023440.1,Wallerfield virus strain TR7904  complete genome,9023,0,0,76,.84,47,.52,76,.84,0,0
NC_023442.1,Buzura suppressaria nucleopolyhedrovirus isolate Hubei  complete genome,120420,0,0,1677,1.39,959,.79,1947,1.61,270,.22
NC_023444.1,Neochauliodes bowringi mitochondrion  complete genome,16064,0,0,899,5.59,737,4.58,1559,9.70,660,4.10
NC_023446.1,Cynoglossus itinus mitochondrion  complete genome,16915,0,0,170,1.00,542,3.20,712,4.20,542,3.20
NC_023447.1,Colistium nudipinnis mitochondrion  complete genome,16588,0,0,421,2.53,664,4.00,1085,6.54,664,4.00
NC_023448.1,Peltorhamphus novaezeelandiae mitochondrion  complete genome,16889,0,0,457,2.70,744,4.40,877,5.19,420,2.48
NC_023449.1,Puelia olyriformis chloroplast  complete genome,140344,0,0,4325,3.08,369,.26,4472,3.18,147,.10
NC_023450.1,Cryptocellus narino mitochondrion  complete genome,14554,0,0,475,3.26,417,2.86,745,5.11,270,1.85
NC_023451.1,Pseudocellus gertschi mitochondrion  complete genome,14477,0,0,703,4.85,245,1.69,899,6.20,196,1.35
NC_023452.1,Ricinoides karschii mitochondrion  complete genome,14614,0,0,257,1.75,147,1.00,404,2.76,147,1.00
NC_023453.1,Protaetia brevitarsis mitochondrion  complete genome,20319,0,0,590,2.90,541,2.66,958,4.71,368,1.81
NC_023454.1,Sporolithon durum mitochondrion  complete genome,26202,0,0,855,3.26,197,.75,1002,3.82,147,.56
NC_023455.1,Rhincodon typus mitochondrion  complete genome,16875,0,0,196,1.16,862,5.10,1058,6.26,862,5.10
NC_023456.1,Sebastes inermis mitochondrion  complete genome,16504,0,0,296,1.79,911,5.51,1207,7.31,911,5.51
NC_023457.1,Capricornis milneedwardsii mitochondrion  complete genome,16444,0,0,279,1.69,4129,25.10,4333,26.35,4054,24.65
NC_023458.1,Decapterus macrosoma mitochondrion  complete genome,16545,0,0,288,1.74,1085,6.55,1373,8.29,1085,6.55
NC_023459.1,Vulpes zerda mitochondrion  complete genome,16683,0,0,677,4.05,3754,22.50,3933,23.57,3256,19.51
NC_023460.1,Conus consors mitochondrion  complete genome,16112,0,0,229,1.42,419,2.60,524,3.25,295,1.83
NC_023461.1,Microphysogobio tafangensis mitochondrion  complete genome,16605,0,0,397,2.39,961,5.78,1358,8.17,961,5.78
NC_023462.1,Acanthacorydalis orientalis mitochondrion  complete genome,15753,0,0,770,4.88,785,4.98,1432,9.09,662,4.20
NC_023463.1,Pinguicula ehlersiae chloroplast  complete genome,147147,0,0,4784,3.25,908,.61,5176,3.51,392,.26
NC_023464.1,Orobanche gracilis chloroplast  complete genome,65533,0,0,4897,7.47,1474,2.24,5462,8.33,565,.86
NC_023465.1,Phelipanche ramosa chloroplast complete genome,62304,0,0,3818,6.12,1132,1.81,4607,7.39,789,1.26
NC_023466.1,Pampus argenteus mitochondrion  complete genome,17098,0,0,223,1.30,886,5.18,1109,6.48,886,5.18
NC_023467.1,Orinhippus tibetanus mitochondrion  complete genome,15611,0,0,484,3.10,637,4.08,1121,7.18,637,4.08
NC_023468.1,Boleophthalmus boddarti mitochondrion  complete genome,16727,0,0,177,1.05,665,3.97,842,5.03,665,3.97
NC_023469.1,Henosepilachna pusillanima mitochondrion  complete genome,16216,0,0,870,5.36,491,3.02,1164,7.17,294,1.81
NC_023470.1,Heterotilapia buttikoferi mitochondrion  complete genome,16577,0,0,418,2.52,789,4.75,1158,6.98,740,4.46
NC_023471.1,Paracymoriza distinctalis mitochondrion  complete genome,15354,0,0,628,4.09,1254,8.16,1562,10.17,934,6.08
NC_023472.1,Sinocyclocheilus anophthalmus mitochondrion  complete genome,16574,0,0,284,1.71,1084,6.54,1293,7.80,1009,6.08
NC_023473.1,Cobitis granoei mitochondrion  complete genome,16636,0,0,183,1.10,1010,6.07,1193,7.17,1010,6.07
NC_023476.1,Chaceon granulatus mitochondrial DNA  complete genome,16135,0,0,266,1.64,247,1.53,439,2.72,173,1.07
NC_023477.1,Engaeus lyelli mitochondria  complete genome,16027,0,0,124,.77,345,2.15,469,2.92,345,2.15
NC_023478.1,Cherax robustus mitochondrion  complete genome,15703,0,0,149,.94,98,.62,269,1.71,120,.76
NC_023479.1,Cherax quinquecarinatus mitochondrion  complete genome,15810,0,0,109,.68,344,2.17,453,2.86,344,2.17
NC_023480.1,Cherax dispar mitochondrion  complete genome,15675,0,0,91,.58,270,1.72,361,2.30,270,1.72
NC_023481.1,Cherax cairnsensis mitochondrion  complete genome,15600,0,0,272,1.74,115,.73,370,2.37,98,.62
NC_023482.1,Cherax preissii mitochondria  isolate LKA  complete genome,15809,0,0,183,1.15,343,2.16,477,3.01,294,1.85
NC_023483.1,Antheraea pernyi iflavirus isolate LnApIV-02  complete genome,10176,0,0,61,.59,0,0,61,.59,0,0
NC_023484.1,Sida yellow vein China alphasatellite clone J25.16  complete genome,1359,0,0,65,4.78,49,3.60,65,4.78,0,0
NC_023485.1,Hibiscus bacilliform virus GD1  complete genome,7435,0,0,42,.56,0,0,42,.56,0,0
NC_023496.1,Saimiri sciureus papillomavirus type 1 isolate Mac2066  complete genome,7596,0,0,81,1.06,49,.64,130,1.71,49,.64
NC_023498.1,Mycobacterium phage Validus  complete genome,62466,0,0,835,1.33,0,0,835,1.33,0,0
NC_023499.1,Staphylococcus phage StauST398-4  complete genome,42906,0,0,293,.68,98,.22,391,.91,98,.22
NC_023500.1,Staphylococcus phage StauST398-5  complete genome,43301,0,0,255,.58,0,0,255,.58,0,0
NC_023501.1,Bacillus phage BPS10C  complete genome,159590,0,0,507,.31,147,.09,605,.37,98,.06
NC_023502.1,Rhizobium phage vB RleS L338C  complete genome,109558,0,0,72,.06,0,0,72,.06,0,0
NC_023504.1,Toxascaris leonina mitochondrion  complete genome,14310,0,0,1347,9.41,616,4.30,1543,10.78,196,1.36
NC_023505.2,Dipturus kwangtungensis mitochondrion  complete genome,16912,0,0,349,2.06,1034,6.11,1334,7.88,985,5.82
NC_023506.1,Costaria costata mitochondrion  complete genome,37461,0,0,1584,4.22,172,.45,1756,4.68,172,.45
NC_023507.1,Caecilia tentaculata mitochondrion  complete genome,16297,0,0,201,1.23,862,5.28,1063,6.52,862,5.28
NC_023508.1,Caecilia gracilis mitochondrion  complete genome,16209,0,0,223,1.37,983,6.06,1206,7.44,983,6.06
NC_023509.1,Chthonerpeton indistinctum mitochondrion  complete genome,17215,0,0,115,.66,1280,7.43,1346,7.81,1231,7.15
NC_023510.1,Grandisonia sechellensis mitochondrion  complete genome,16094,0,0,303,1.88,1036,6.43,1339,8.31,1036,6.43
NC_023511.1,Ichthyophis bombayensis mitochondrion  complete genome,16100,0,0,262,1.62,1279,7.94,1541,9.57,1279,7.94
NC_023512.1,Indotyphlus maharashtraensis mitochondrion  complete genome,16167,0,0,194,1.19,961,5.94,1155,7.14,961,5.94
NC_023513.1,Luetkenotyphlus brasiliensis mitochondrion  complete genome,16271,0,0,31,.19,1176,7.22,1162,7.14,1131,6.95
NC_023514.1,Microcaecilia dermatophaga mitochondrion  complete genome,16085,0,0,256,1.59,896,5.57,1118,6.95,862,5.35
NC_023515.1,Microcaecilia unicolor mitochondrion  complete genome,16007,0,0,248,1.54,1131,7.06,1330,8.30,1082,6.75
NC_023516.1,Potomotyphlus kaupii mitochondrion  complete genome,17035,0,0,295,1.73,961,5.64,1256,7.37,961,5.64
NC_023517.1,Praslinia cooperi mitochondrion  complete genome,16192,0,0,330,2.03,1258,7.76,1514,9.35,1184,7.31
NC_023518.1,Schistometopum gregorii mitochondrion  complete genome,16038,0,0,310,1.93,1083,6.75,1393,8.68,1083,6.75
NC_023519.1,Uraeotyphlus gansi mitochondrion  complete genome,16101,0,0,186,1.15,1032,6.40,1169,7.26,983,6.10
NC_023520.1,Carcharias taurus mitochondrion  complete genome,16773,0,0,139,.82,962,5.73,1101,6.56,962,5.73
NC_023521.1,Carcharhinus sorrah mitochondrion  complete genome,16707,0,0,284,1.69,887,5.30,1122,6.71,838,5.01
NC_023522.1,Carcharhinus leucas mitochondrion  complete genome,16704,0,0,310,1.85,1011,6.05,1321,7.90,1011,6.05
NC_023523.1,Iwatanemertes piperata mitochondrion  complete genome,16382,0,0,378,2.30,246,1.50,476,2.90,98,.59
NC_023524.1,Alepes kleinii mitochondrion  complete genome,16571,0,0,336,2.02,1231,7.42,1518,9.16,1182,7.13
NC_023525.1,Himantura granulata mitochondrion  complete genome,17657,0,0,329,1.86,985,5.57,1314,7.44,985,5.57
NC_023526.1,Paraneetroplus synspilus mitochondrion  complete genome,16543,0,0,206,1.24,886,5.35,1043,6.30,837,5.05
NC_023527.1,Mustelus griseus mitochondrion  complete genome,16754,0,0,213,1.27,838,5.00,1051,6.27,838,5.00
NC_023528.1,Rana dybowskii mitochondrion  complete genome,18864,0,0,451,2.39,1083,5.74,1410,7.47,959,5.08
NC_023529.1,Rana cf. chensinensis QYCRCCH C mitochondrion  complete genome,18808,0,0,229,1.21,986,5.24,1215,6.46,986,5.24
NC_023530.1,Thitarodes pui mitochondrion  complete genome,15064,0,0,1078,7.15,1119,7.42,2048,13.59,970,6.43
NC_023531.1,Schizothorax plagiostomus mitochondrion  complete genome,16576,0,0,319,1.92,740,4.46,1010,6.09,691,4.16
NC_023532.1,Sarcophaga peregrina mitochondrion  complete genome,14922,0,0,755,5.05,564,3.77,1221,8.18,466,3.12
NC_023533.1,Deschampsia antarctica plastid  complete genome,135362,0,0,4705,3.47,466,.34,4852,3.58,147,.10
NC_023534.1,Megalobrama amblycephala x Parabramis pekinensis mitochondrion  complete genome,16623,0,0,370,2.22,862,5.18,1182,7.11,812,4.88
NC_023535.1,Humphaplotropis culaishanensis (nomen nudum) mitochondrion  complete genome,15659,0,0,310,1.97,524,3.34,834,5.32,524,3.34
NC_023536.1,Sus verrucosus mitochondrion  complete genome,16479,0,0,320,1.94,4569,27.72,4839,29.36,4519,27.42
NC_023538.1,Coilia grayii mitochondrion  complete genome,16851,0,0,241,1.43,1281,7.60,1522,9.03,1281,7.60
NC_023539.1,Liachirus melanospilos mitochondrion  complete genome,17001,0,0,197,1.15,982,5.77,1179,6.93,982,5.77
NC_023540.1,Colletotrichum lindemuthianum mitochondrion  complete genome,36957,0,0,1117,3.02,442,1.19,1289,3.48,172,.46
NC_023541.1,Sus cebifrons mitochondrion  complete genome,16473,0,0,329,1.99,4544,27.58,4842,29.39,4513,27.39
NC_023542.1,Beatragus hunteri mitochondrion  complete genome,16359,0,0,508,3.10,4099,25.05,4334,26.49,3826,23.38
NC_023543.1,Damaliscus lunatus mitochondrion  complete genome,16419,0,0,440,2.67,4421,26.92,4558,27.76,4118,25.08
NC_023544.1,Cucumis hystrix plastid  complete genome,155031,0,0,5746,3.70,1251,.80,6457,4.16,711,.45
NC_023545.1,Tsukubamonas globosa mitochondrial DNA  complete genome,48463,0,0,2023,4.17,98,.20,2121,4.37,98,.20
NC_023547.1,Ustilaginoidea virens RNA virus 3  complete genome,5075,0,0,0,0,0,0,0,0,0,0
NC_023548.1,Citrobacter phage CR8 complete genome,39651,0,0,75,.18,0,0,75,.18,0,0
NC_023549.1,Clavibacter phage CN1A  complete genome,56789,0,0,59,.10,98,.17,157,.27,98,.17
NC_023550.1,Staphylococcus phage GRCS  complete genome,17869,0,0,234,1.30,148,.82,382,2.13,148,.82
NC_023551.1,Enterococcus phage IME-EF4  complete genome,40692,0,0,158,.38,49,.12,207,.50,49,.12
NC_023552.1,Mycobacterium phage Donovan  complete genome,47162,0,0,882,1.87,0,0,882,1.87,0,0
NC_023553.1,Mycobacterium phage Echild  complete genome,53159,0,0,226,.42,0,0,226,.42,0,0
NC_023554.1,Mycobacterium phage JAMaL  complete genome,70841,0,0,1182,1.66,0,0,1182,1.66,0,0
NC_023555.1,Edwardsiella phage eiAU-183  complete genome,43017,0,0,0,0,0,0,0,0,0,0
NC_023556.1,Achromobacter phage JWAlpha  complete genome,72329,0,0,296,.40,0,0,296,.40,0,0
NC_023557.1,Erwinia phage Ea35-70  complete genome,271084,0,0,516,.19,0,0,516,.19,0,0
NC_023558.1,Cronobacter phage Dev2 complete genome,38966,0,0,88,.22,0,0,88,.22,0,0
NC_023559.1,Oenococcus phage phi9805  complete genome,46145,0,0,97,.21,196,.42,195,.42,98,.21
NC_023560.1,Oenococcus phage phiS13  complete genome,43454,0,0,212,.48,295,.67,310,.71,98,.22
NC_023561.1,Enterobacter phage PG7  complete genome,173276,0,0,596,.34,74,.04,596,.34,0,0
NC_023562.1,Mycobacterium phage BellusTerra  complete genome,51236,0,0,173,.33,0,0,173,.33,0,0
NC_023563.1,Mycobacterium phage Suffolk  complete genome,68262,0,0,1010,1.47,0,0,1010,1.47,0,0
NC_023564.1,Mycobacterium phage EagleEye  complete genome,52974,0,0,380,.71,49,.09,380,.71,0,0
NC_023565.1,Mycobacterium phage Nyxis  complete genome,51250,0,0,139,.27,0,0,139,.27,0,0
NC_023566.1,Rhizobium phage vB RglS P106B  complete genome,56024,0,0,312,.55,0,0,312,.55,0,0
NC_023567.2,Klebsiella phage F19  complete genome,43766,0,0,160,.36,0,0,160,.36,0,0
NC_023568.1,Vibrio phage VH7D  complete genome,246964,0,0,1057,.42,147,.05,1204,.48,147,.05
NC_023569.1,Vibrio phage SHOU24  complete genome,77837,0,0,475,.61,196,.25,475,.61,0,0
NC_023570.1,Acinetobacter phage Petty  complete genome,40739,0,0,459,1.12,49,.12,459,1.12,0,0
NC_023571.1,Oenococcus phage phiS11  complete genome,46243,0,0,130,.28,246,.53,179,.38,49,.10
NC_023572.1,Mycobacterium phage MichelleMyBell  complete genome,42240,0,0,904,2.14,49,.11,953,2.25,49,.11
NC_023573.1,Staphylococcus phage phiSA012 DNA  complete genome,142094,0,0,1988,1.39,245,.17,2086,1.46,98,.06
NC_023574.1,Lactococcus phage phiL47  complete genome,128546,0,0,1109,.86,515,.40,1354,1.05,245,.19
NC_023576.1,Citrobacter phage CR44b complete genome,39207,0,0,0,0,49,.12,0,0,0,0
NC_023577.1,Mycobacterium phage Obama12  complete genome,51797,0,0,75,.14,0,0,75,.14,0,0
NC_023578.1,Mycobacterium phage Oaker  complete genome,69099,0,0,880,1.27,0,0,880,1.27,0,0
NC_023579.1,Erwinia phage Ea9-2  complete genome,75568,0,0,409,.54,0,0,409,.54,0,0
NC_023580.1,Mycobacterium phage Saal  complete genome,57775,0,0,459,.79,49,.08,459,.79,0,0
NC_023581.1,Acinetobacter phage Presley  complete genome,77792,0,0,263,.33,49,.06,263,.33,0,0
NC_023582.1,Staphylococcus phage vB SepS SEP9  complete genome,92417,0,0,1704,1.84,417,.45,1900,2.05,196,.21
NC_023583.1,Pseudomonas phage TL complete genome,45696,0,0,133,.29,0,0,133,.29,0,0
NC_023584.1,Synechococcus phage S-MbCM100  complete genome,170438,0,0,1101,.64,98,.05,1150,.67,49,.02
NC_023585.1,Sulfolobus monocaudavirus SMV1 complete genome,48775,0,0,138,.28,0,0,138,.28,0,0
NC_023587.1,Synechococcus phage S-MbCM7  complete genome,189311,0,0,515,.27,0,0,515,.27,0,0
NC_023588.1,Stenotrophomonas phage Smp131  complete genome,33525,0,0,445,1.32,0,0,445,1.32,0,0
NC_023589.1,Shigella phage pSb-1  complete genome,71629,0,0,309,.43,0,0,309,.43,0,0
NC_023590.1,Acinetobacter phage IME AB3  complete genome,43050,0,0,106,.24,0,0,106,.24,0,0
NC_023592.1,Haloarcula hispanica pleomorphic virus 2  complete genome,8176,0,0,162,1.98,0,0,162,1.98,0,0
NC_023593.1,Escherichia phage KBNP1711  complete genome,76184,0,0,75,.09,0,0,75,.09,0,0
NC_023594.2,Shewanella phage Spp001  complete genome,54791,0,0,226,.41,0,0,226,.41,0,0
NC_023595.2,Enterococcus phage IME EF3  complete genome,41687,0,0,90,.21,0,0,90,.21,0,0
NC_023597.1,Mycobacterium phage 20ES  complete genome,53124,0,0,373,.70,0,0,373,.70,0,0
NC_023599.1,Bacillus phage phiCM3  complete genome,38772,0,0,215,.55,49,.12,215,.55,0,0
NC_023600.1,Mycobacterium phage Jolie1  complete genome,71058,0,0,1517,2.13,0,0,1517,2.13,0,0
NC_023601.2,Pseudomonas phage phiPsa374  complete genome,98287,0,0,111,.11,0,0,111,.11,0,0
NC_023602.1,Mycobacterium phage 32HC  complete genome,50781,0,0,1347,2.65,49,.09,1396,2.74,49,.09
NC_023603.1,Mycobacterium phage 39HC  complete genome,71565,0,0,1376,1.92,0,0,1376,1.92,0,0
NC_023604.1,Mycobacterium phage Jolie2  complete genome,44306,0,0,898,2.02,49,.11,947,2.13,49,.11
NC_023605.1,Vibrio phage PVA1  complete genome,41529,0,0,86,.20,0,0,86,.20,0,0
NC_023606.1,Mycobacterium phage CRB1  complete genome,52963,0,0,161,.30,0,0,161,.30,0,0
NC_023607.1,Mycobacterium phage 40AC  complete genome,53396,0,0,193,.36,0,0,193,.36,0,0
NC_023608.1,Salmonella phage vB SenS-Ent2 complete genome,42093,0,0,0,0,0,0,0,0,0,0
NC_023609.1,Mycobacterium phage RhynO  complete genome,46739,0,0,231,.49,49,.10,231,.49,0,0
NC_023610.1,Erwinia phage PhiEaH1  complete genome,218339,0,0,493,.22,0,0,493,.22,0,0
NC_023611.1,Invertebrate iridescent virus 30 complete genome,198533,0,0,2548,1.28,1471,.74,3479,1.75,931,.46
NC_023612.1,Geobacillus phage GBK2  complete genome,39078,0,0,30,.07,0,0,30,.07,0,0
NC_023613.1,Invertebrate iridovirus 25 complete genome,204815,0,0,2266,1.10,980,.47,3099,1.51,833,.40
NC_023614.1,Croceibacter phage P2559Y  complete genome,43153,0,0,0,0,0,0,0,0,0,0
NC_023615.1,Invertebrate iridescent virus 22 isolate IIV22Aberystwyth complete genome,196456,0,0,3010,1.53,1446,.73,3917,1.99,907,.46
NC_023627.1,Laodelphax striatella honeydew virus 1 isolate Nanjing  complete genome,10929,0,0,80,.73,102,.93,129,1.18,49,.44
NC_023628.1,Narcissus late season yellows virus isolate Marijiniup8  complete genome,9687,0,0,32,.33,0,0,32,.33,0,0
NC_023629.1,Bovine astrovirus B76 HK  complete genome,6253,0,0,32,.51,0,0,32,.51,0,0
NC_023630.1,Bovine astrovirus B76-2 HK  complete genome,6301,0,0,38,.60,0,0,38,.60,0,0
NC_023631.1,Bovine astrovirus B18 HK  complete genome,6300,0,0,41,.65,0,0,41,.65,0,0
NC_023632.1,Bovine astrovirus B170 HK  complete genome,6317,0,0,32,.50,0,0,32,.50,0,0
